wavelength,band,device
561.7151335,band_1787,StellarNet
561.9488161,band_1788,StellarNet
562.1825219,band_1789,StellarNet
562.4162511,band_1790,StellarNet
562.6500036,band_1791,StellarNet
562.8837794,band_1792,StellarNet
563.1175784,band_1793,StellarNet
563.3514008,band_1794,StellarNet
563.5852464,band_1795,StellarNet
563.8191153,band_1796,StellarNet
564.0530074,band_1797,StellarNet
564.2869228,band_1798,StellarNet
564.5208614,band_1799,StellarNet
564.7548232,band_1800,StellarNet
564.9888083,band_1801,StellarNet
565.2228165,band_1802,StellarNet
565.456848,band_1803,StellarNet
565.6909026,band_1804,StellarNet
565.9249804,band_1805,StellarNet
566.1590814,band_1806,StellarNet
566.3932056,band_1807,StellarNet
566.6273529,band_1808,StellarNet
566.8615234,band_1809,StellarNet
567.095717,band_1810,StellarNet
567.3299337,band_1811,StellarNet
567.5641735,band_1812,StellarNet
567.7984365,band_1813,StellarNet
568.0327226,band_1814,StellarNet
568.2670317,band_1815,StellarNet
568.5013639,band_1816,StellarNet
568.7357192,band_1817,StellarNet
568.9700976,band_1818,StellarNet
569.204499,band_1819,StellarNet
569.4389235,band_1820,StellarNet
569.673371,band_1821,StellarNet
569.9078416,band_1822,StellarNet
570.1423351,band_1823,StellarNet
570.3768517,band_1824,StellarNet
570.6113913,band_1825,StellarNet
570.8459539,band_1826,StellarNet
571.0805394,band_1827,StellarNet
571.315148,band_1828,StellarNet
571.5497795,band_1829,StellarNet
571.7844339,band_1830,StellarNet
572.0191113,band_1831,StellarNet
572.2538117,band_1832,StellarNet
572.488535,band_1833,StellarNet
572.7232812,band_1834,StellarNet
572.9580503,band_1835,StellarNet
573.1928423,band_1836,StellarNet
573.4276573,band_1837,StellarNet
573.6624951,band_1838,StellarNet
573.8973558,band_1839,StellarNet
574.1322393,band_1840,StellarNet
574.3671457,band_1841,StellarNet
574.602075,band_1842,StellarNet
574.8370271,band_1843,StellarNet
575.0720021,band_1844,StellarNet
575.3069999,band_1845,StellarNet
575.5420204,band_1846,StellarNet
575.7770638,band_1847,StellarNet
576.01213,band_1848,StellarNet
576.247219,band_1849,StellarNet
576.4823308,band_1850,StellarNet
576.7174653,band_1851,StellarNet
576.9526226,band_1852,StellarNet
577.1878027,band_1853,StellarNet
577.4230055,band_1854,StellarNet
577.6582311,band_1855,StellarNet
577.8934793,band_1856,StellarNet
578.1287503,band_1857,StellarNet
578.364044,band_1858,StellarNet
578.5993604,band_1859,StellarNet
578.8346995,band_1860,StellarNet
579.0700613,band_1861,StellarNet
579.3054457,band_1862,StellarNet
579.5408528,band_1863,StellarNet
579.7762826,band_1864,StellarNet
580.011735,band_1865,StellarNet
580.24721,band_1866,StellarNet
580.4827077,band_1867,StellarNet
580.718228,band_1868,StellarNet
580.953771,band_1869,StellarNet
581.1893365,band_1870,StellarNet
581.4249246,band_1871,StellarNet
581.6605353,band_1872,StellarNet
581.8961686,band_1873,StellarNet
582.1318244,band_1874,StellarNet
582.3675028,band_1875,StellarNet
582.6032037,band_1876,StellarNet
582.8389272,band_1877,StellarNet
583.0746733,band_1878,StellarNet
583.3104418,band_1879,StellarNet
583.5462329,band_1880,StellarNet
583.7820464,band_1881,StellarNet
584.0178825,band_1882,StellarNet
584.253741,band_1883,StellarNet
584.4896221,band_1884,StellarNet
584.7255256,band_1885,StellarNet
584.9614515,band_1886,StellarNet
585.1973999,band_1887,StellarNet
585.4333708,band_1888,StellarNet
585.6693641,band_1889,StellarNet
585.9053798,band_1890,StellarNet
586.1414179,band_1891,StellarNet
586.3774784,band_1892,StellarNet
586.6135614,band_1893,StellarNet
586.8496667,band_1894,StellarNet
587.0857944,band_1895,StellarNet
587.3219445,band_1896,StellarNet
587.5581169,band_1897,StellarNet
587.7943117,band_1898,StellarNet
588.0305288,band_1899,StellarNet
588.2667683,band_1900,StellarNet
588.5030301,band_1901,StellarNet
588.7393142,band_1902,StellarNet
588.9756207,band_1903,StellarNet
589.2119494,band_1904,StellarNet
589.4483004,band_1905,StellarNet
589.6846737,band_1906,StellarNet
589.9210693,band_1907,StellarNet
590.1574871,band_1908,StellarNet
590.3939272,band_1909,StellarNet
590.6303896,band_1910,StellarNet
590.8668742,band_1911,StellarNet
591.103381,band_1912,StellarNet
591.33991,band_1913,StellarNet
591.5764613,band_1914,StellarNet
591.8130347,band_1915,StellarNet
592.0496303,band_1916,StellarNet
592.2862482,band_1917,StellarNet
592.5228882,band_1918,StellarNet
592.7595503,band_1919,StellarNet
592.9962347,band_1920,StellarNet
593.2329412,band_1921,StellarNet
593.4696698,band_1922,StellarNet
593.7064205,band_1923,StellarNet
593.9431934,band_1924,StellarNet
594.1799884,band_1925,StellarNet
594.4168055,band_1926,StellarNet
594.6536447,band_1927,StellarNet
594.8905059,band_1928,StellarNet
595.1273893,band_1929,StellarNet
595.3642947,band_1930,StellarNet
595.6012222,band_1931,StellarNet
595.8381717,band_1932,StellarNet
596.0751433,band_1933,StellarNet
596.3121369,band_1934,StellarNet
596.5491526,band_1935,StellarNet
596.7861902,band_1936,StellarNet
597.0232499,band_1937,StellarNet
597.2603315,band_1938,StellarNet
597.4974352,band_1939,StellarNet
597.7345608,band_1940,StellarNet
597.9717084,band_1941,StellarNet
598.208878,band_1942,StellarNet
598.4460695,band_1943,StellarNet
598.6832829,band_1944,StellarNet
598.9205183,band_1945,StellarNet
599.1577757,band_1946,StellarNet
599.3950549,band_1947,StellarNet
599.6323561,band_1948,StellarNet
599.8696791,band_1949,StellarNet
600.107024,band_1950,StellarNet
600.3443909,band_1951,StellarNet
600.5817796,band_1952,StellarNet
600.8191901,band_1953,StellarNet
601.0566226,band_1954,StellarNet
601.2940768,band_1955,StellarNet
601.5315529,band_1956,StellarNet
601.7690509,band_1957,StellarNet
602.0065706,band_1958,StellarNet
602.2441122,band_1959,StellarNet
602.4816756,band_1960,StellarNet
602.7192607,band_1961,StellarNet
602.9568677,band_1962,StellarNet
603.1944964,band_1963,StellarNet
603.4321469,band_1964,StellarNet
603.6698191,band_1965,StellarNet
603.9075131,band_1966,StellarNet
604.1452289,band_1967,StellarNet
604.3829663,band_1968,StellarNet
604.6207255,band_1969,StellarNet
604.8585064,band_1970,StellarNet
605.096309,band_1971,StellarNet
605.3341333,band_1972,StellarNet
605.5719793,band_1973,StellarNet
605.809847,band_1974,StellarNet
606.0477364,band_1975,StellarNet
606.2856474,band_1976,StellarNet
606.52358,band_1977,StellarNet
606.7615343,band_1978,StellarNet
606.9995102,band_1979,StellarNet
607.2375078,band_1980,StellarNet
607.4755269,band_1981,StellarNet
607.7135677,band_1982,StellarNet
607.9516301,band_1983,StellarNet
608.1897141,band_1984,StellarNet
608.4278196,band_1985,StellarNet
608.6659467,band_1986,StellarNet
608.9040954,band_1987,StellarNet
609.1422656,band_1988,StellarNet
609.3804574,band_1989,StellarNet
609.6186707,band_1990,StellarNet
609.8569055,band_1991,StellarNet
610.0951619,band_1992,StellarNet
610.3334398,band_1993,StellarNet
610.5717391,band_1994,StellarNet
610.81006,band_1995,StellarNet
611.0484023,band_1996,StellarNet
611.2867661,band_1997,StellarNet
611.5251514,band_1998,StellarNet
611.7635582,band_1999,StellarNet
612.0019863,band_2000,StellarNet
612.2404359,band_2001,StellarNet
612.478907,band_2002,StellarNet
612.7173995,band_2003,StellarNet
612.9559133,band_2004,StellarNet
613.1944486,band_2005,StellarNet
613.4330053,band_2006,StellarNet
613.6715833,band_2007,StellarNet
613.9101828,band_2008,StellarNet
614.1488036,band_2009,StellarNet
614.3874457,band_2010,StellarNet
614.6261093,band_2011,StellarNet
614.8647941,band_2012,StellarNet
